lga_code16,lga_name16,lga_type16,area_sqkm,latitude,longitude
13510,Gundagai,A,3981.4173,-34.852975133469,148.094119577387
13550,Gunnedah,A,4987.0295,-31.0465456807204,150.18888966606
13660,Gwydir,A,9259.6542,-29.5934810509109,150.516809464249
13800,Hawkesbury,C,2775.1377,-33.3347788438713,150.773241984249
13850,Hay,A,11325.9324,-34.3158621050907,144.683699982892
13910,Hilltops,A,7140.8863,-34.3520099086826,148.50095747126
14000,Hornsby,A,455.0375,-33.5839304411795,151.08941419988
14100,Hunters Hill,A,5.7169,-33.8333518368712,151.145128970035
14170,Inner West,A,35.3713,-33.8915043892314,151.154974029126
14200,Inverell,A,8597.2081,-29.3598590360527,151.067609862537
14300,Junee,A,2030.0222,-34.8172067449732,147.668876657587
14350,Kempsey,A,3375.6707,-30.9515465960926,152.644733120417
14400,Kiama,A,257.6636,-34.678870651303,150.756224255936
14500,Ku-ring-gai,A,85.4096,-33.734610203596,151.150908266203
14550,Kyogle,A,3584.1644,-28.6177955477717,152.775580557802
14600,Lachlan,A,14964.2752,-32.9200319625348,146.989872885443
14650,Lake Macquarie,C,648.6398,-33.0388570974722,151.530182064595
14700,Lane Cove,A,10.4794,-33.8199935112887,151.166895320844
14750,Leeton,A,1167.1877,-34.5323700191338,146.302082360423
14850,Lismore,C,1287.7043,-28.7561746992589,153.270655514155
14870,Lithgow,C,4512.2563,-33.2776747461926,150.178956077666
14900,Liverpool,C,305.7396,-33.9359710533241,150.825207041957
14920,Liverpool Plains,A,5082.2397,-31.550619794146,150.438416185432
14950,Lockhart,A,2895.8049,-35.3312729771643,146.775438042017
15050,Maitland,C,391.5087,-32.7108137361844,151.549755674095
15240,Mid-Coast,A,10053.2455,-32.0153345001658,152.095718819417
15270,Mid-Western Regional,A,8752.259,-32.5938105669244,149.742420533698
15300,Moree Plains,A,17906.5241,-29.2528769854383,149.628945715668
15350,Mosman,A,8.6503,-33.8290817020986,151.244635124295
15520,Murray River,A,11863.4771,-35.3247214116583,144.21163622401
15560,Murrumbidgee,A,6882.8151,-34.9496010298842,145.729223523658
15650,Muswellbrook,A,3404.884,-32.4399244044523,150.630295812426
15700,Nambucca,A,1491.3432,-30.6875566475471,152.76893790774
15750,Narrabri,A,13014.9937,-30.3564913904336,149.564883987916
15800,Narrandera,A,4116.3459,-34.611259560802,146.579682177179
15850,Narromine,A,5261.5165,-32.2260891185136,148.065554990333
15900,Newcastle,C,186.7549,-32.8800575650558,151.695707180151
15950,North Sydney,A,10.4857,-33.8329519012126,151.211872804505
15990,Northern Beaches,A,254.2074,-33.6902367197696,151.249670335106
16100,Oberon,A,3625.047,-33.8832914107424,149.811400783344
16150,Orange,C,284.2157,-33.3246615236955,149.120373717734
16200,Parkes,A,5957.6138,-32.8810113709442,147.96142279362
16260,Parramatta,C,83.8294,-33.7993428713948,151.029307705889
16350,Penrith,C,404.7016,-33.7653722932978,150.718070539434
16380,Port Macquarie-Hastings,A,3683.0099,-31.4098109828775,152.531244728211
16400,Port Stephens,A,858.4357,-32.7217951569538,151.84472212177
16490,Queanbeyan-Palerang Regional,A,5318.8822,-35.4227563716321,149.627178622703
16550,Randwick,C,36.3311,-33.9432389300209,151.240209525598
16610,Richmond Valley,A,3047.3748,-29.0596273275036,153.046281555676
16650,Rockdale,C,28.2078,-33.954861935736,151.139874894421
16700,Ryde,C,40.4748,-33.7991387792799,151.11056233977
16900,Shellharbour,C,147.4211,-34.5826923391042,150.773868469451
16950,Shoalhaven,C,4566.6795,-35.0944182289312,150.373286148567
17000,Singleton,A,4892.717,-32.6603784839469,150.964533041922
17040,Snowy Monaro Regional,A,15163.5461,-36.3964539743987,148.95891075369
17080,Snowy Valleys,A,8959.0028,-35.7337845577876,148.249190611267
17100,Strathfield,A,14.0009,-33.8804257414824,151.076437134872
17150,Sutherland Shire,A,333.5933,-34.0751375332548,151.051012714492
17200,Sydney,C,26.7429,-33.8893632697121,151.202740125362
17310,Tamworth Regional,A,9884.3506,-30.8925169642468,150.90705809202
17350,Temora,A,2802.016,-34.3879395885553,147.483656334562
17400,Tenterfield,A,7322.793,-28.9438380025703,152.086432207035
17420,The Hills Shire,A,386.1588,-33.5882605423306,150.962034088489
17550,Tweed,A,1307.6562,-28.3600007011733,153.356268337148
17620,Upper Hunter Shire,A,8096.0892,-31.9692552706776,150.726521345289
17640,Upper Lachlan Shire,A,7127.3957,-34.4177223283691,149.455669527553
17650,Uralla,A,3226.5327,-30.5076755938932,151.312329170867
17750,Wagga Wagga,C,4824.4889,-35.1966166824654,147.366350920225
17850,Walcha,A,6261.0242,-31.1639019919892,151.784528676146
17900,Walgett,A,22308.3848,-29.8166591119328,148.19445520686
17950,Warren,A,10753.7673,-31.3256528242568,147.679843985489
18020,Warrumbungle Shire,A,12372.1201,-31.4628068110029,149.405392530858
18050,Waverley,A,9.3507,-33.890050950219,151.266846053922
18100,Weddin,A,3414.8566,-33.8719133205907,148.011243306394
18200,Wentworth,A,26256.2398,-33.5702112482881,142.242880139846
18230,Western Plains Regional,A,7534.5251,-32.4247166509382,148.854410836199
18250,Willoughby,C,22.4258,-33.8010983996038,151.196370544646
18350,Wingecarribee,A,2689.3413,-34.4769368940031,150.356259089791
18400,Wollondilly,A,2555.434,-34.1019409731673,150.443795134261
18450,Wollongong,C,683.986,-34.368793386416,150.837116165182
18500,Woollahra,A,12.2775,-33.8716749929923,151.257392342104
18710,Yass Valley,A,3995.3257,-34.9542015992106,148.884993576603
19399,Unincorporated NSW,,93214.1592,-30.6547204887353,142.215691104726
19499,No usual address (NSW),,0,,
19799,Migratory - Offshore - Shipping (NSW),,0,,
20110,Alpine,S,4788.1568,-36.8535688621369,146.97417160321
20260,Ararat,RC,4211.1171,-37.4727090653347,142.843190929919
20570,Ballarat,C,739.0321,-37.4928535571244,143.781470649532
20660,Banyule,C,62.5402,-37.7304409744406,145.085140869005
20740,Bass Coast,S,865.8095,-38.5072886170397,145.558055656236
20830,Baw Baw,S,4027.6287,-37.9839991248918,146.131502704996
20910,Bayside,C,37.2111,-37.9418390628121,145.018153946327
21010,Benalla,RC,2352.6397,-36.5870029657067,146.023761584632
21110,Boroondara,C,60.1774,-37.8192862695021,145.063089126425
21180,Brimbank,C,123.3991,-37.7475529410847,144.803310697108
21270,Buloke,S,8000.4027,-35.912385550284,143.004930294711
21370,Campaspe,S,4518.8582,-36.3451923046425,144.716414003022
21450,Cardinia,S,1282.5678,-38.0830137873987,145.572685322069
21610,Casey,C,409.4289,-38.1043501651597,145.309010949477
21670,Central Goldfields,S,1532.7843,-37.0071624595942,143.713840649393
21750,Colac-Otway,S,3437.4701,-38.451960911534,143.595181767851
21830,Corangamite,S,4407.4921,-38.204323310009,143.198651198392
21890,Darebin,C,53.4711,-37.7334586125911,145.014333143673
22110,East Gippsland,S,20940.2326,-37.3780172341318,148.291666600353
22170,Frankston,C,129.598,-38.1346081954952,145.173798811418
22250,Gannawarra,S,3735.3353,-35.7515815372679,143.804232281532
22310,Glen Eira,C,38.6906,-37.9012058248522,145.042602549758
22410,Glenelg,S,6218.5734,-37.8704985351446,141.385728186092
22490,Golden Plains,S,2703.3898,-37.8820652175611,143.842511055406
22620,Greater Bendigo,C,2999.9721,-36.7344411815337,144.422645881379
22670,Greater Dandenong,C,129.5469,-38.0055893317123,145.190009110283
22750,Greater Geelong,C,1247.9876,-38.0689586640845,144.41716237457
22830,Greater Shepparton,C,2421.9093,-36.3969945396139,145.386199129505
22910,Hepburn,S,1472.9844,-37.3169370531622,144.057560498475
22980,Hindmarsh,S,7524.1824,-36.0515179929649,141.752554147706
23110,Hobsons Bay,C,64.2404,-37.8547206220697,144.829757670576
23190,Horsham,RC,4266.769,-36.8257452381954,142.090450099922
23270,Hume,C,503.8505,-37.5891822364352,144.824534272024
23350,Indigo,S,2040.069,-36.2255489203402,146.723093848237
23430,Kingston (Vic.),C,91.3677,-37.9885835324675,145.105072279395
23670,Knox,C,113.9115,-37.8889822511619,145.258669678988
23810,Latrobe (Vic.),C,1425.6128,-38.2745645471876,146.438135092618
23940,Loddon,S,6696.4447,-36.363905360684,143.867142284401
24130,Macedon Ranges,S,1748.2837,-37.3356677243828,144.616613598372
24210,Manningham,C,113.3478,-37.76159034589,145.188560816888
24250,Mansfield,S,3843.8535,-37.2004270613764,146.206835736427
24330,Maribyrnong,C,31.2254,-37.7952674106055,144.877772285011
24410,Maroondah,C,61.4097,-37.8048723163203,145.26526144554
24600,Melbourne,C,37.3513,-37.8104980853538,144.943904866658
24650,Melton,C,527.5374,-37.6930056303138,144.625981812414
24780,Mildura,RC,22082.4836,-34.8692128607202,141.682862107427
24850,Mitchell,S,2862.0833,-37.1375304547696,145.001605159477
24900,Moira,S,4046.3738,-36.0618919097093,145.550358244621
24970,Monash,C,81.4829,-37.8971414715134,145.14403346465
25060,Moonee Valley,C,43.1386,-37.7494999245364,144.895761666885
25150,Moorabool,S,2110.5504,-37.6327751348673,144.215650368386
25250,Moreland,C,50.9519,-37.7299185573606,144.94888799552
25340,Mornington Peninsula,S,724.1679,-38.3416873355635,145.035331715767
25430,Mount Alexander,S,1529.6184,-37.0507902440722,144.192936695525
25490,Moyne,S,5481.6861,-38.1224542848781,142.490035667656
25620,Murrindindi,S,3879.7505,-37.310981038653,145.630105347086
25710,Nillumbik,S,432.3373,-37.6229146283487,145.236804345363
25810,Northern Grampians,S,5729.8764,-36.8446289978077,142.919642992208
25900,Port Phillip,C,20.7092,-37.8518157856685,144.965797239279
25990,Pyrenees,S,3434.5689,-37.3164579369996,143.375041082557
26080,Queenscliffe,B,8.6166,-38.2642802963496,144.647715397738
26170,South Gippsland,S,3296.3307,-38.6213771016093,146.075991881672
26260,Southern Grampians,S,6654.0186,-37.5365333396719,142.033093973155
26350,Stonnington,C,25.6514,-37.8579548286884,145.033656905894
26430,Strathbogie,S,3303.2568,-36.7603314456278,145.434917507404
26490,Surf Coast,S,1552.944,-38.3123017917381,144.053122052627
26610,Swan Hill,RC,6115.3087,-35.1202053103785,143.125455404725
26670,Towong,S,6674.9467,-36.354450466778,147.598857862763
26700,Wangaratta,RC,3645.1095,-36.5882689170341,146.42838546207
26730,Warrnambool,C,120.9488,-38.3714438509128,142.511813875197
26810,Wellington,S,10817.3346,-37.8943505511399,146.919347713138
26890,West Wimmera,S,9108.2042,-36.6755654279216,141.279363332904
26980,Whitehorse,C,64.28,-37.8302485079635,145.155059915059
27070,Whittlesea,C,489.6939,-37.5472124885499,145.077692657354
27170,Wodonga,C,432.6894,-36.150556056116,146.882617396875
27260,Wyndham,C,542.0949,-37.8866470002106,144.618252383237
27350,Yarra,C,19.5425,-37.802280819584,144.99854855436
27450,Yarra Ranges,S,2468.205,-37.7142763668462,145.697036613133
27630,Yarriambiack,S,7325.797,-35.990064155692,142.419009227922
29399,Unincorporated Vic,,283.0142,-37.8991101166204,145.892789945069
29499,No usual address (Vic.),,0,,
29799,Migratory - Offshore - Shipping (Vic.),,0,,
30250,Aurukun,S,7423.989,-13.6093769476454,141.828446588356
30300,Balonne,S,31103.7071,-28.3158944853597,148.116170899824
30370,Banana,S,28550.1626,-24.9351669102235,149.938703508162
30410,Barcaldine,R,53382.6558,-23.1136870297605,145.693420897098
30450,Barcoo,S,61830.0907,-25.1310696746842,142.267461869418
30760,Blackall-Tambo,R,30537.2479,-24.7856303414116,145.791255852922
30900,Boulia,S,60905.7352,-22.4804645258213,139.24645428504
31000,Brisbane,C,1342.7188,-27.4378409947407,153.039003292114
31750,Bulloo,S,73723.751,-28.0213061511548,142.594836068562
31820,Bundaberg,R,6432.6598,-24.9678726294428,152.035901177737
31900,Burdekin,S,5043.9317,-19.8235827699619,147.243105411105
31950,Burke,S,39684.0526,-18.031331515209,138.947684085282
32080,Cairns,R,1689.3129,-17.1601602402361,145.819001143441
32250,Carpentaria,S,64121.0124,-17.4443971208353,141.364745916653
32260,Cassowary Coast,R,4687.824,-17.9595513916003,145.925972367772
32270,Central Highlands (Qld),R,59834.8359,-24.0314569613989,148.41581200034
32310,Charters Towers,R,68382.1643,-20.1488626673868,145.788202927679
32330,Cherbourg,S,31.6002,-26.2888085448716,151.935993030238
32450,Cloncurry,S,47971.2596,-20.8177044632515,140.264762600662
32500,Cook,S,105719.7397,-14.2359419571573,143.259666372576
32600,Croydon,S,29497.9024,-18.5540995883113,142.216801146587
32750,Diamantina,S,94730.4545,-24.6302746702161,139.731819674253
32770,Doomadgee,S,1827.6518,-17.5965286940304,138.780953225433
32810,Douglas,S,2427.8626,-16.2220408233204,145.286696788868
33100,Etheridge,S,39199.2956,-18.5046209763477,143.660405122765
33200,Flinders (Qld),S,41199.9374,-20.9738802390634,144.321727399116
33220,Fraser Coast,R,7102.9419,-25.5279832096178,152.676755288242
33360,Gladstone,R,10484.2862,-24.1763231993894,151.307030829273
33430,Gold Coast,C,1333.7031,-27.9805578454652,153.318477018729
33610,Goondiwindi,R,19258.1008,-28.3735897716195,150.339892733422
33620,Gympie,R,6883.9713,-26.1470377222367,152.463634616249
33800,Hinchinbrook,S,2807.1889,-18.66189496758,146.047608840077
33830,Hope Vale,S,1111.7099,-15.1677503940958,145.191566433233
33960,Ipswich,C,1084.9777,-27.6644815655053,152.666281191655
33980,Isaac,R,58707.9174,-22.2381015636424,147.891851705851
34420,Kowanyama,S,2555.3325,-15.3195278540358,141.810563553767
34530,Livingstone,S,11757.8683,-22.7959842554917,150.193474390912
34570,Lockhart River,S,3574.5183,-13.0054831802476,143.240247122626
34580,Lockyer Valley,R,2269.0053,-27.6427298631332,152.240552164086
34590,Logan,C,958.1322,-27.7623960850253,153.040207026872
34710,Longreach,R,40572.2443,-23.7181339072582,143.959319058183
34770,Mackay,R,7613.2964,-21.1390918632902,148.804242954667
34800,McKinlay,S,40736.7989,-20.5339975864144,141.586964291216
34830,Mapoon,S,537.1003,-12.1417617482078,141.919804197811
34860,Maranoa,R,58704.3908,-26.5443438045803,148.287386860373
34880,Mareeba,S,53502.0248,-16.9849646359216,143.955360890347
35010,Moreton Bay,R,2041.4746,-27.1179930579242,152.883120098686
35250,Mornington,S,1247.6932,-16.6318332611905,139.401311956461
35300,Mount Isa,C,43713.0221,-19.9539149862411,138.782262359907
35600,Murweh,S,40699.7585,-26.1896795681079,146.489476180839
35670,Napranum,S,2004.3545,-12.515767769487,142.112438184002
35740,Noosa,S,869.8657,-26.3248542104059,152.945575965065
35760,North Burnett,R,19669.8489,-25.3552835753853,151.204166803311
35780,Northern Peninsula Area,R,1052.0676,-11.0049161896381,142.312890213048
35790,Palm Island,S,71.9928,-18.7313609304384,146.60025239512
35800,Paroo,S,47612.8774,-28.0729193955807,145.771282057209
36070,Pormpuraaw,S,4395.3657,-14.7194066782586,141.807397518394
36150,Quilpie,S,67414.6563,-26.348829920888,143.893438412578
36250,Redland,C,537.167,-27.5685984881586,153.360842944554
36300,Richmond,S,26580.7478,-20.5406554565485,142.901056895373
36370,Rockhampton,R,6570.2667,-23.4411435877279,150.218420658585
36510,Scenic Rim,R,4251.6225,-28.0617871475761,152.796221166494
36580,Somerset,R,5373.4337,-27.0089366013715,152.425213317553
36630,South Burnett,R,8381.558,-26.4052208434247,151.646925581637
36660,Southern Downs,R,7107.816,-28.405525146821,151.885812453307
36720,Sunshine Coast,R,2253.8526,-26.6961814149962,152.898351905845
36820,Tablelands,R,11281.895,-17.930640465737,145.33097941421
36910,Toowoomba,R,12957.2108,-27.5819923095519,151.533892941808
36950,Torres,S,883.731,-10.7311631720439,142.41227811591
36960,Torres Strait Island,R,490.031,-9.85911737381313,142.36557135083
37010,Townsville,C,3730.82,-19.3908331055078,146.711669869177
37300,Weipa,T,10.8218,-12.6404458581146,141.878903785904
37310,Western Downs,R,37937.4546,-26.8415665748061,150.347318745999
37340,Whitsunday,R,23818.8922,-20.7009410422293,147.724696448783
37400,Winton,S,53813.4826,-22.539144755955,142.42449783953
37550,Woorabinda,S,390.5578,-23.9439514188196,149.525545485548
37570,Wujal Wujal,S,11.842,-15.9683032517927,145.313192236696
37600,Yarrabah,S,158.8381,-16.994539472662,145.897159522751
39499,No usual address (Qld),,0,,
39799,Migratory - Offshore - Shipping (Qld),,0,,
40070,Adelaide,C,15.5733,-34.9219829749468,138.598912602393
40120,Adelaide Hills,DC,794.4957,-34.8928237524515,138.836229230564
40220,Alexandrina,DC,1826.8066,-35.3519139702989,138.878352004249
40250,Anangu Pitjantjatjara,AC,102353.0512,-27.0776426225651,131.205581043945
40310,Barossa,DC,893.5424,-34.6210643652896,139.001682423076
40430,Barunga West,DC,1590.3887,-33.7989670786768,137.956336637536
40520,Berri and Barmera,DC,476.1962,-34.2658544112394,140.488905709067
40700,Burnside,C,27.5183,-34.9399763576143,138.659867192825
40910,Campbelltown (SA),C,24.3486,-34.8837258146839,138.682233645061
41010,Ceduna,DC,5420.3436,-32.102111701762,133.872420301259
41060,Charles Sturt,C,54.7876,-34.8903650966761,138.523611074883
41140,Clare and Gilbert Valleys,DC,1892.4466,-34.0039701286937,138.735969464682
41190,Cleve,DC,5018.8484,-33.6503096823257,136.284750390615
41330,Coober Pedy,DC,77.6795,-29.0158585533551,134.75235293151
41560,Copper Coast,DC,772.9149,-33.9833927072876,137.728958369906
41750,Elliston,DC,6741.9317,-33.5615531534743,135.344607361395
41830,Flinders Ranges,DC,4070.4827,-32.0756239257693,138.30119070704
41960,Franklin Harbour,DC,2755.564,-33.5343031594947,136.964407843154
42030,Gawler,T,41.1379,-34.6221268080484,138.729882005757
42110,Goyder,DC,6715.1418,-33.645971179361,139.074075180026
42250,Grant,DC,1898.0143,-37.8461037076137,140.72476870038
42600,Holdfast Bay,C,13.752,-35.0011440091983,138.521309969376
42750,Kangaroo Island,DC,4400.8558,-35.8278195251668,137.239768792064
43080,Karoonda East Murray,DC,4415.7959,-34.9505049856788,140.020094931107
43220,Kimba,DC,5697.1076,-33.0026933195772,136.143799316287
43360,Kingston (SA),DC,3339.7952,-36.6435157475178,140.025509567648
43650,Light (RegC),,1276.8453,-34.4111055919762,138.846494283669
43710,Lower Eyre Peninsula,DC,4721.2875,-34.4124549282544,135.597083030145
43790,Loxton Waikerie,DC,7763.9231,-34.5082287154469,140.351624948172
43920,Mallala,DC,932.4913,-34.4806220802787,138.45467702624
44000,Maralinga Tjarutja,AC,102703.899,-29.3292171383412,130.938659085952
44060,Marion,C,55.6407,-35.0324830293258,138.539696274644
44210,Mid Murray,DC,6271.6254,-34.4502207981984,139.461386984333
44340,Mitcham,C,75.5468,-35.0038756725014,138.621750054044
44550,Mount Barker,DC,594.6405,-35.0858093285663,138.875004361691
44620,Mount Gambier,C,33.8938,-37.8253452194529,140.781682430021
44830,Mount Remarkable,DC,3422.7733,-32.7582844410928,138.205112846333
45040,Murray Bridge,RC,1831.7597,-35.159318582277,139.301783002275
45090,Naracoorte and Lucindale,DC,4520.127,-36.9772553163682,140.547353878009
45120,Northern Areas,DC,2986.1818,-33.2864090656029,138.51141969284
45290,Norwood Payneham St Peters,C,15.1036,-34.9075738614415,138.636449638004
45340,Onkaparinga,C,518.1251,-35.1786880483252,138.568852590277
45400,Orroroo/Carrieton,DC,3321.8238,-32.520768988511,138.639353794473
45540,Peterborough,DC,3020.142,-32.864122516322,139.059641142362
45680,Playford,C,345.203,-34.6888892842668,138.66296657611
45890,Port Adelaide Enfield,C,91.7586,-34.840712005815,138.561507662549
46090,Port Augusta,C,1195.5836,-32.5956469864441,137.755166452906
46300,Port Lincoln,C,30.3681,-34.7292212093313,135.851128444487
46450,Port Pirie City and Dists,M,1760.7097,-33.3768423160997,138.105932343508
46510,Prospect,C,7.7915,-34.8839970738297,138.597935804015
46670,Renmark Paringa,DC,915.8655,-34.1823545246586,140.81402109298
46860,Robe,DC,1091.7162,-37.1876842031613,139.979442439961
46970,Roxby Downs,M,110.4762,-30.5543858225268,136.88117864537
47140,Salisbury,C,159.8432,-34.7726589788365,138.611299312392
47290,Southern Mallee,DC,5702.2095,-35.3939208196897,140.574352099827
47490,Streaky Bay,DC,6222.8591,-32.708917041443,134.564028529869
47630,Tatiara,DC,6527.2084,-36.2279199427824,140.584440627155
47700,Tea Tree Gully,C,95.2108,-34.8051616016876,138.71804094396
47800,The Coorong,DC,8833.4534,-35.7138080867503,139.761310303393
47910,Tumby Bay,DC,2669.0747,-34.1793341270218,136.019697172718
47980,Unley,C,14.2703,-34.9547972005944,138.604032290917
48050,Victor Harbor,C,384.6255,-35.5127898907673,138.546161466909
48130,Wakefield,DC,3468.4881,-33.9914453436053,138.356504952871
48260,Walkerville,M,3.53,-34.892785827232,138.617109480068
48340,Wattle Range,DC,3926.3233,-37.4704053192453,140.518876801479
48410,West Torrens,C,37.04,-34.9414063778955,138.543861312049
48540,Whyalla,C,1071.6099,-33.0373110320911,137.494357115996
48640,Wudinna,DC,5075.2783,-33.0286640903993,135.314638392468
48750,Yankalilla,DC,751.2577,-35.5185922678439,138.337093169012
48830,Yorke Peninsula,DC,5899.6079,-34.6837118383375,137.559940597923
49399,Unincorporated SA,,622489.1953,-29.5902252590867,136.749613132346
49499,No usual address (SA),,0,,
49799,Migratory - Offshore - Shipping (SA),,0,,
50080,Albany,C,4310.8905,-34.7389543720479,118.183004773222
50210,Armadale,C,559.5261,-32.1675319726578,116.136978090485
50250,Ashburton,S,100816.1523,-22.4936763074408,116.726257703676
50280,Augusta-Margaret River,S,2122.3749,-34.0308772282193,115.227790523815
50350,Bassendean,T,10.3449,-31.9038475325522,115.945221086905
50420,Bayswater,C,32.7699,-31.9057236002704,115.908276627096
50490,Belmont,C,39.6519,-31.9563827000943,115.94827890706
50560,Beverley,S,2370.5195,-32.1746644884409,116.796579268046
50630,Boddington,S,1904.4791,-32.8162962995626,116.399890123667
50770,Boyup Brook,S,2826.4586,-33.8917676706862,116.524030161577
50840,Bridgetown-Greenbushes,S,1337.361,-34.0037809498642,116.190990075822
50910,Brookton,S,1601.1532,-32.3619953246182,117.003089157346
50980,Broome,S,54371.5979,-18.671461573721,122.463290483611
51080,Broomehill-Tambellup,S,2609.6585,-34.0025096716844,117.661318555676
51120,Bruce Rock,S,2724.6944,-31.9525895449312,118.028629973531
51190,Bunbury,C,65.4163,-33.3516465610093,115.664394026326
51260,Busselton,C,1454.0505,-33.71844401075,115.348859820577
51310,Cambridge,T,21.9936,-31.9362995380125,115.786432220544
51330,Canning,C,64.8789,-32.036894623339,115.916350991536
51400,Capel,S,557.8983,-33.5323505929175,115.63571982297
51470,Carnamah,S,2870.9247,-29.7732228694989,115.577832406193
51540,Carnarvon,S,46574.4709,-24.3499584848485,114.391029150784
51610,Chapman Valley,S,3981.3333,-28.322376860081,115.059126175325
51680,Chittering,S,1219.9032,-31.3743947174628,116.078336166926
51750,Claremont,T,4.9556,-31.9801491033696,115.779976048359
51820,Cockburn,C,167.8989,-32.1143092784823,115.79295309421
51890,Collie,S,1709.8149,-33.2835547848008,116.211566090753
51960,Coolgardie,S,30297.6977,-31.1867854317861,120.964462959043
52030,Coorow,S,4189.8791,-30.0216161596358,115.759214167739
52100,Corrigin,S,2681.2709,-32.35836673143,117.799029213633
52170,Cottesloe,T,3.8564,-31.9940032356975,115.758496080462
52240,Cranbrook,S,3276.0491,-34.314818417038,117.285873015503
52310,Cuballing,S,1195.337,-32.7354094109407,117.159174132009
52380,Cue,S,13582.1956,-27.3108206509927,117.940040807889
52450,Cunderdin,S,1862.4458,-31.5995814339683,117.155719809765
52520,Dalwallinu,S,7224.3566,-30.1252467870635,116.94475432472
52590,Dandaragan,S,6711.5721,-30.5396136893354,115.506069993484
52660,Dardanup,S,525.8017,-33.4154249868973,115.851914705629
52730,Denmark,S,1859.8488,-34.8904845889574,117.118828209232
52800,Derby-West Kimberley,S,119761.1954,-17.7907101608205,124.977055580568
52870,Donnybrook-Balingup,S,1559.8561,-33.6695530667936,115.973538045043
52940,Dowerin,S,1863.0851,-31.1076563485212,117.111268167447
53010,Dumbleyung,S,2539.2249,-33.2245014533589,117.964527429067
53080,Dundas,S,92885.0302,-32.0113355718678,124.417878021572
53150,East Fremantle,T,3.1384,-32.0379402285634,115.768167428391
53220,East Pilbara,S,372307.466,-21.7684839929619,123.596659359709
53290,Esperance,S,44797.5456,-33.2219725480835,122.250281452961
53360,Exmouth,S,6488.0705,-22.5217021337037,114.167011848108
53430,Fremantle,C,19.0103,-32.0576472245182,115.766560236437
53570,Gingin,S,3208.3585,-31.1915800014238,115.69917406535
53640,Gnowangerup,S,4265.0424,-34.062135207425,118.288742039417
53710,Goomalling,S,1835.4294,-31.2428409925641,116.784747771998
53780,Gosnells,C,127.2975,-32.0662317830426,115.992136777841
